CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,MonthlyCharges,TotalCharges,Churn,TenureGroup
C09021,Female,0,Yes,No,26,Month-to-month,43.95,1138.37,0,25-48 months
C09022,Male,0,Yes,Yes,47,Month-to-month,51.2,2412.79,0,25-48 months
C09023,Male,0,No,Yes,60,Month-to-month,111.27,6677.01,0,49-72 months
C09024,Male,0,Yes,No,2,Month-to-month,108.95,215.68,1,0-12 months
C09025,Female,0,Yes,Yes,32,Month-to-month,62.02,1994.35,1,25-48 months
C09026,Female,0,No,Yes,28,One year,104.69,2939.88,0,25-48 months
C09027,Male,1,Yes,No,6,Two year,94.49,563.97,0,0-12 months
C09028,Female,0,Yes,No,71,One year,98.04,6970.16,0,49-72 months
C09029,Female,0,Yes,Yes,55,Two year,29.53,1631.69,0,49-72 months
C09030,Male,0,No,Yes,29,One year,58.59,1705.07,0,25-48 months
C09031,Male,0,No,Yes,16,Month-to-month,71.92,1152.98,0,13-24 months
C09032,Female,0,Yes,Yes,13,One year,26.22,347.06,0,13-24 months
C09033,Female,0,No,No,72,Month-to-month,117.21,8434.26,0,49-72 months
C09034,Male,1,No,No,58,Month-to-month,88.83,5152.59,1,49-72 months
C09035,Male,0,No,No,49,Two year,63.76,3131.02,1,49-72 months
C09036,Male,1,No,Yes,22,Month-to-month,50.19,1105.51,0,13-24 months
C09037,Female,0,Yes,Yes,19,One year,23.6,442.11,1,13-24 months
C09038,Male,0,Yes,Yes,43,Month-to-month,75.3,3240.12,0,25-48 months
C09039,Female,0,Yes,No,51,Month-to-month,39.33,2013.88,1,49-72 months
C09040,Male,0,No,No,71,One year,96.71,6873.53,0,49-72 months
C09041,Female,0,No,Yes,72,Month-to-month,118.02,8500.31,0,49-72 months
C09042,Female,0,No,Yes,8,Month-to-month,55.22,441.14,0,0-12 months
C09043,Female,0,No,No,71,One year,26.92,1915.19,0,49-72 months
C09044,Female,1,No,No,53,Month-to-month,34.97,1861.8,0,49-72 months
C09045,Male,0,Yes,Yes,68,Month-to-month,62.79,4276.09,0,49-72 months
C09046,Female,0,Yes,No,50,Month-to-month,78.46,3931.13,0,49-72 months
C09047,Female,0,Yes,No,21,Month-to-month,103.04,2162.23,0,13-24 months
C09048,Male,0,No,Yes,67,One year,71.73,4796.92,0,49-72 months
C09049,Male,0,Yes,No,36,Month-to-month,86.51,3116.31,0,25-48 months
C09050,Female,0,Yes,Yes,46,Two year,52.89,2434.24,0,25-48 months
C09051,Female,0,No,Yes,11,Month-to-month,116.89,1293.88,0,0-12 months
C09052,Female,0,Yes,Yes,56,One year,48.49,2716.25,0,49-72 months
C09053,Female,0,Yes,No,33,One year,86.24,2837.64,0,25-48 months
C09054,Male,1,No,No,45,One year,45.61,2055.69,0,25-48 months
C09055,Male,0,No,Yes,7,Month-to-month,35.59,243.02,0,0-12 months
C09056,Male,0,No,Yes,29,One year,119.59,3468.22,0,25-48 months
C09057,Female,1,Yes,No,19,Month-to-month,64.25,1212.79,0,13-24 months
C09058,Male,0,Yes,No,23,Month-to-month,100.59,2312.49,1,13-24 months
C09059,Female,0,Yes,Yes,40,One year,23.07,913.56,0,25-48 months
C09060,Female,0,Yes,No,61,Month-to-month,52.08,3179.24,0,49-72 months
C09061,Male,0,No,No,45,Two year,42.31,1909.91,0,25-48 months
C09062,Male,0,Yes,No,71,Month-to-month,53.59,3796.71,1,49-72 months
C09063,Female,0,Yes,Yes,34,One year,23.96,818.14,0,25-48 months
C09064,Female,0,Yes,Yes,50,Month-to-month,72.65,3635.17,0,49-72 months
C09065,Male,0,Yes,Yes,26,Two year,106.44,2765.04,0,25-48 months
C09066,Male,0,No,No,17,Two year,108.74,1850.96,0,13-24 months
C09067,Female,0,Yes,Yes,58,Month-to-month,99.83,5798.61,0,49-72 months
C09068,Male,0,No,Yes,48,One year,79.56,3819.64,0,25-48 months
C09069,Male,0,Yes,No,27,Month-to-month,95.75,2580.71,0,25-48 months
C09070,Female,0,No,No,61,Month-to-month,35.79,2183.75,0,49-72 months
C09071,Female,0,Yes,No,55,Month-to-month,118.72,6524.69,0,49-72 months
C09072,Female,0,Yes,No,39,Month-to-month,90.57,3540.15,1,25-48 months
C09073,Male,0,No,No,46,Month-to-month,80.53,3708,0,25-48 months
C09074,Male,0,Yes,Yes,15,Month-to-month,92.13,1378.79,1,13-24 months
C09075,Male,0,No,Yes,46,One year,57.94,2669.43,0,25-48 months
C09076,Female,0,Yes,Yes,40,Month-to-month,42.86,1711.16,1,25-48 months
C09077,Male,0,No,Yes,70,One year,79.98,5589.64,0,49-72 months
C09078,Female,0,Yes,No,55,Month-to-month,44.75,2468.71,1,49-72 months
C09079,Male,1,No,Yes,54,Month-to-month,39.64,2133.35,0,49-72 months
C09080,Male,0,No,No,37,One year,84.86,3140.94,0,25-48 months
C09081,Male,0,Yes,Yes,27,One year,115.1,3101.68,0,25-48 months
C09082,Male,0,No,No,3,Month-to-month,95.08,283.51,1,0-12 months
C09083,Male,0,Yes,Yes,11,One year,81.57,903.93,0,0-12 months
C09084,Female,1,Yes,Yes,67,Month-to-month,23.8,1584.96,1,49-72 months
C09085,Female,0,Yes,No,13,Two year,28.18,375.63,0,13-24 months
C09086,Male,0,No,Yes,4,One year,23.12,86.67,1,0-12 months
C09087,Male,0,No,No,27,Month-to-month,82.74,2242.73,0,25-48 months
C09088,Male,0,No,No,68,Month-to-month,25.63,1748.94,0,49-72 months
C09089,Female,0,No,No,32,Month-to-month,59.96,1913.52,0,25-48 months
C09090,Male,0,No,No,19,Month-to-month,28.82,540.48,0,13-24 months
C09091,Male,0,Yes,Yes,42,Month-to-month,55.08,2312.87,0,25-48 months
C09092,Male,0,Yes,Yes,49,Two year,62.86,3075.08,0,49-72 months
C09093,Female,0,Yes,No,72,Month-to-month,84.76,6101.77,0,49-72 months
C09094,Female,0,Yes,Yes,68,Month-to-month,48.54,3306.3,1,49-72 months
C09095,Male,0,No,Yes,4,Month-to-month,54.96,213.47,1,0-12 months
C09096,Male,0,No,No,32,Month-to-month,71.9,2303.85,1,25-48 months
C09097,Female,0,Yes,No,68,Month-to-month,71.95,4885.46,1,49-72 months
C09098,Female,0,Yes,Yes,68,Two year,36.37,2473.28,0,49-72 months
C09099,Male,0,Yes,Yes,43,Two year,93.7,4033.32,0,25-48 months
C09100,Female,0,No,No,24,Two year,69.49,1669.26,0,13-24 months
C09101,Female,0,Yes,No,25,Month-to-month,60.26,1498.38,1,25-48 months
C09102,Female,0,Yes,Yes,69,Month-to-month,48.18,3328.94,1,49-72 months
C09103,Male,1,Yes,No,41,Month-to-month,71.26,2931.09,1,25-48 months
C09104,Female,0,Yes,No,54,One year,43.41,2343.81,0,49-72 months
C09105,Female,0,Yes,No,69,One year,64.25,4439.7,0,49-72 months
C09106,Male,0,Yes,Yes,23,Month-to-month,60.98,1397.64,0,13-24 months
C09107,Male,0,Yes,No,50,One year,105.26,5257.42,0,49-72 months
C09108,Female,0,No,Yes,69,Month-to-month,63.95,4405.94,1,49-72 months
C09109,Male,0,Yes,No,41,One year,86.61,3550.34,0,25-48 months
C09110,Female,1,No,Yes,25,Month-to-month,58.94,1468.35,1,25-48 months
C09111,Female,0,No,Yes,46,One year,61.14,2821.64,0,25-48 months
C09112,Male,0,No,Yes,1,One year,80.79,77.7,1,0-12 months
C09113,Female,0,Yes,No,27,Month-to-month,36.87,997.97,1,25-48 months
C09114,Male,0,Yes,Yes,41,Two year,45.84,1883.42,0,25-48 months
C09115,Male,0,No,Yes,54,Month-to-month,58.61,3166.61,0,49-72 months
C09116,Female,0,No,No,28,Month-to-month,79.11,2207.51,0,25-48 months
C09117,Female,0,Yes,Yes,17,One year,84,1436.55,0,13-24 months
C09118,Male,0,Yes,No,38,Month-to-month,47.37,1798.05,1,25-48 months
C09119,Female,0,Yes,Yes,40,Month-to-month,86.96,3488.16,0,25-48 months
C09120,Female,0,Yes,No,44,Month-to-month,99.67,4395.09,0,25-48 months
C09121,Female,0,No,No,64,Two year,27.42,1748.54,0,49-72 months
C09122,Female,0,Yes,No,72,Month-to-month,102.26,7370.98,0,49-72 months
C09123,Male,0,No,No,67,Month-to-month,96.7,6476.58,1,49-72 months
C09124,Female,0,No,Yes,45,Month-to-month,110.67,4979.1,0,25-48 months
C09125,Female,1,Yes,Yes,33,Month-to-month,109.62,3626.17,0,25-48 months
C09126,Female,0,No,Yes,43,Month-to-month,119.42,5132.1,1,25-48 months
C09127,Female,1,No,No,62,One year,56.32,3491.74,0,49-72 months
C09128,Female,1,No,No,16,One year,70.25,1116.65,0,13-24 months
C09129,Female,0,Yes,Yes,66,Month-to-month,30.41,2009.98,1,49-72 months
C09130,Male,0,Yes,Yes,15,Month-to-month,46.09,693.83,0,13-24 months
C09131,Female,0,No,Yes,4,Month-to-month,78.73,309.94,0,0-12 months
C09132,Male,1,Yes,Yes,5,Month-to-month,36.07,183.16,0,0-12 months
C09133,Female,0,Yes,No,24,Month-to-month,39.85,964.96,0,13-24 months
C09134,Male,0,Yes,No,11,Month-to-month,37.39,414.85,0,0-12 months
C09135,Male,0,No,Yes,40,Two year,98.5,3944.7,0,25-48 months
C09136,Female,0,Yes,Yes,38,Month-to-month,23.84,897.99,1,25-48 months
C09137,Male,0,Yes,No,22,Two year,93.88,2067.35,0,13-24 months
C09138,Male,0,No,No,1,Month-to-month,36.13,40.81,1,0-12 months
C09139,Male,0,Yes,No,51,Two year,24.46,1240.1,0,49-72 months
C09140,Female,0,Yes,Yes,6,Month-to-month,77.67,467.88,0,0-12 months
C09141,Female,0,No,No,40,Month-to-month,39.85,1602.75,0,25-48 months
C09142,Male,0,No,Yes,49,One year,41.49,2032.59,0,49-72 months
C09143,Male,0,No,No,16,One year,76.81,1230.07,0,13-24 months
C09144,Male,0,Yes,No,41,Two year,92.73,3799.2,0,25-48 months
C09145,Female,0,Yes,Yes,71,Month-to-month,92.52,6570.39,0,49-72 months
C09146,Female,0,No,Yes,7,One year,70.55,488.32,1,0-12 months
C09147,Male,0,No,No,2,One year,82.41,155.69,1,0-12 months
C09148,Male,0,No,Yes,54,Two year,96.88,5228.34,0,49-72 months
C09149,Female,0,Yes,No,48,One year,119.53,5743.83,0,25-48 months
C09150,Female,0,No,No,71,Month-to-month,117.37,8333.97,0,49-72 months
C09151,Female,1,No,Yes,24,One year,57.85,1379.91,0,13-24 months
C09152,Female,0,No,Yes,26,Month-to-month,95.23,2484.42,0,25-48 months
C09153,Male,0,No,Yes,72,One year,102.42,7378.06,0,49-72 months
C09154,Male,0,Yes,No,47,Month-to-month,103.34,4847.51,0,25-48 months
C09155,Female,0,No,Yes,50,Month-to-month,94.38,4711.56,0,49-72 months
C09156,Male,0,No,No,27,Month-to-month,91.92,2490.4,0,25-48 months
C09157,Female,0,Yes,Yes,53,Month-to-month,33.1,1747.39,0,49-72 months
C09158,Male,1,No,No,20,Month-to-month,112.21,2236.18,0,13-24 months
C09159,Male,0,No,Yes,63,Month-to-month,95.33,6003.44,1,49-72 months
C09160,Male,1,Yes,No,1,Two year,112.01,112.33,1,0-12 months
C09161,Female,0,No,No,65,One year,84.32,5484.94,0,49-72 months
C09162,Male,0,Yes,Yes,68,Two year,105.35,7158.56,0,49-72 months
C09163,Female,1,No,Yes,6,Month-to-month,82.05,490.31,1,0-12 months
C09164,Male,0,No,Yes,54,One year,56.51,3047.33,0,49-72 months
C09165,Female,0,Yes,No,20,Month-to-month,50.57,1007.02,1,13-24 months
C09166,Male,1,No,No,10,One year,89.03,897.18,0,0-12 months
C09167,Male,0,No,Yes,36,One year,112.5,4048.29,0,25-48 months
C09168,Male,0,No,No,9,Month-to-month,92.05,837.79,1,0-12 months
C09169,Female,0,Yes,Yes,46,One year,62.3,2867.45,0,25-48 months
C09170,Male,0,No,Yes,23,One year,93.96,2164.18,0,13-24 months
C09171,Female,0,Yes,Yes,54,Month-to-month,70.91,3830.7,1,49-72 months
C09172,Male,1,No,No,69,Two year,68.33,4707.52,0,49-72 months
C09173,Female,0,No,No,49,One year,78.65,3845.54,0,49-72 months
C09174,Female,0,Yes,No,11,Month-to-month,110.19,1220.38,0,0-12 months
C09175,Male,1,No,No,8,Two year,84.6,675.26,0,0-12 months
C09176,Male,0,Yes,Yes,27,Month-to-month,111.15,3000.56,0,25-48 months
C09177,Female,1,No,Yes,14,Month-to-month,49.47,700.31,0,13-24 months
C09178,Male,0,Yes,Yes,6,One year,39.4,244.3,1,0-12 months
C09179,Male,0,Yes,No,54,One year,56.54,3043.66,0,49-72 months
C09180,Male,0,No,Yes,25,One year,92.16,2297.01,0,25-48 months
C09181,Female,0,No,Yes,42,Month-to-month,80.62,3390.21,0,25-48 months
C09182,Male,0,No,No,20,Month-to-month,113.43,2259.7,0,13-24 months
C09183,Male,1,Yes,No,61,One year,28.66,1756.46,0,49-72 months
C09184,Male,0,No,Yes,43,Month-to-month,98.57,4244.22,1,25-48 months
C09185,Male,0,Yes,Yes,6,One year,29.24,170.67,0,0-12 months
C09186,Male,0,No,Yes,63,Month-to-month,108.84,6852.84,0,49-72 months
C09187,Female,0,Yes,No,7,Two year,71.97,497.07,0,0-12 months
C09188,Male,0,No,No,30,Month-to-month,28.48,861.91,0,25-48 months
C09189,Female,0,No,Yes,52,One year,101.59,5282.72,1,49-72 months
C09190,Female,0,No,Yes,11,One year,71.44,778.64,0,0-12 months
C09191,Male,1,Yes,Yes,48,Two year,91.03,4364.49,0,25-48 months
C09192,Male,0,No,No,11,Month-to-month,80.1,874.78,0,0-12 months
C09193,Male,1,No,Yes,72,Month-to-month,29.16,2104.92,0,49-72 months
C09194,Female,0,Yes,Yes,27,Month-to-month,68.14,1841.1,0,25-48 months
C09195,Male,0,Yes,Yes,25,One year,87.42,2179.49,0,25-48 months
C09196,Male,0,Yes,Yes,71,One year,34.57,2456.66,0,49-72 months
C09197,Female,0,Yes,No,42,Month-to-month,22.16,931.99,0,25-48 months
C09198,Female,1,No,Yes,54,Month-to-month,63.77,3450.13,1,49-72 months
C09199,Female,0,Yes,Yes,54,Month-to-month,30.91,1662.24,1,49-72 months
C09200,Female,0,Yes,Yes,72,One year,96.84,6977.12,0,49-72 months
C09201,Female,0,Yes,No,32,Month-to-month,85.74,2737.42,1,25-48 months
C09202,Female,0,Yes,Yes,17,Two year,47.92,808.34,0,13-24 months
C09203,Female,0,Yes,No,39,One year,88.6,3458.7,0,25-48 months
C09204,Female,0,Yes,No,32,Two year,118.29,3780.64,0,25-48 months
C09205,Female,0,Yes,Yes,37,Month-to-month,50.46,1872.55,1,25-48 months
C09206,Male,0,No,No,41,Two year,32.57,1330.22,0,25-48 months
C09207,Male,0,Yes,No,32,Month-to-month,83.44,2671.11,1,25-48 months
C09208,Female,0,No,No,8,Month-to-month,97,768.73,0,0-12 months
C09209,Female,0,No,Yes,66,Month-to-month,51.42,3399,0,49-72 months
C09210,Male,1,Yes,No,14,Month-to-month,40.04,552.24,1,13-24 months
C09211,Male,0,No,Yes,20,Month-to-month,86.07,1720.76,0,13-24 months
C09212,Female,1,No,Yes,53,Month-to-month,109.93,5834.82,0,49-72 months
C09213,Female,0,No,No,18,Month-to-month,110.47,1985.57,1,13-24 months
C09214,Male,0,No,Yes,50,Month-to-month,74.1,3705.66,0,49-72 months
C09215,Male,0,Yes,No,62,One year,46.92,2915.27,0,49-72 months
C09216,Female,0,Yes,No,71,One year,74.29,5278.79,0,49-72 months
C09217,Male,0,Yes,Yes,18,One year,34.18,612.76,0,13-24 months
C09218,Male,0,No,No,24,One year,40.48,966.09,0,13-24 months
C09219,Male,1,No,Yes,25,Month-to-month,53.4,1328.91,1,25-48 months
C09220,Female,0,Yes,Yes,34,Two year,98.04,3336.62,0,25-48 months
C09221,Female,0,Yes,Yes,20,Month-to-month,113.08,2254.09,0,13-24 months
C09222,Female,1,No,Yes,42,Month-to-month,79.57,3332.85,0,25-48 months
C09223,Female,1,Yes,Yes,49,Month-to-month,92.13,4504.66,1,49-72 months
C09224,Female,0,Yes,No,12,Two year,50.38,597.75,0,0-12 months
C09225,Female,1,No,No,30,One year,30.07,906.43,0,25-48 months
C09226,Male,0,No,Yes,53,Month-to-month,62.72,3319.5,0,49-72 months
C09227,Female,0,No,No,50,Month-to-month,83.26,4155.25,0,49-72 months
C09228,Male,0,Yes,No,69,Two year,70.73,4890.31,0,49-72 months
C09229,Female,0,Yes,No,43,Month-to-month,21.02,895.54,1,25-48 months
C09230,Female,0,No,No,27,Month-to-month,95.47,2571.1,1,25-48 months
C09231,Male,0,Yes,No,45,Month-to-month,31.85,1439.55,1,25-48 months
C09232,Female,1,Yes,Yes,5,Month-to-month,100.11,500.75,1,0-12 months
C09233,Male,1,Yes,No,51,One year,88.97,4547.06,0,49-72 months
C09234,Male,0,No,Yes,11,Month-to-month,64.02,699.25,1,0-12 months
C09235,Male,0,No,No,23,One year,23.37,529.91,1,13-24 months
C09236,Male,1,No,No,57,Month-to-month,75.36,4297.87,1,49-72 months
C09237,Male,0,No,Yes,56,Month-to-month,91.5,5116.75,0,49-72 months
C09238,Male,1,No,Yes,45,Month-to-month,113.6,5118.17,1,25-48 months
C09239,Male,0,No,Yes,43,Month-to-month,79.43,3424.53,1,25-48 months
C09240,Female,1,No,Yes,28,Month-to-month,97.18,2712.75,0,25-48 months
C09241,Male,0,No,Yes,14,One year,82.24,1144.92,0,13-24 months
C09242,Male,0,No,Yes,1,Month-to-month,46.95,51.46,0,0-12 months
C09243,Female,0,Yes,Yes,1,Month-to-month,40.2,46.97,1,0-12 months
C09244,Female,0,Yes,No,5,Month-to-month,70.16,353.39,1,0-12 months
C09245,Female,0,No,No,50,Month-to-month,87.84,4399.49,1,49-72 months
C09246,Male,0,No,No,33,Two year,52.42,1726.34,1,25-48 months
C09247,Male,0,No,Yes,40,One year,22.78,907.78,0,25-48 months
C09248,Female,0,No,Yes,38,Month-to-month,79.82,3027.47,0,25-48 months
C09249,Female,0,Yes,Yes,5,Month-to-month,36.8,190.02,0,0-12 months
C09250,Male,0,No,No,67,Month-to-month,26.36,1775.09,0,49-72 months
C09251,Male,0,Yes,Yes,43,Month-to-month,100.89,4341,1,25-48 months
C09252,Male,0,Yes,No,6,Month-to-month,46.89,281.78,1,0-12 months
C09253,Female,0,No,No,39,One year,51.33,2002.15,0,25-48 months
C09254,Female,0,Yes,Yes,52,Two year,86.13,4469.07,0,49-72 months
C09255,Female,0,Yes,Yes,5,Two year,41.63,214.01,1,0-12 months
C09256,Female,0,Yes,Yes,56,Month-to-month,35.97,2010.95,1,49-72 months
C09257,Male,0,Yes,No,49,Month-to-month,20.93,1033.29,1,49-72 months
C09258,Female,0,Yes,Yes,70,One year,96.4,6754.06,1,49-72 months
C09259,Male,0,No,No,72,Month-to-month,100.4,7233.46,1,49-72 months
C09260,Female,0,Yes,No,45,Month-to-month,93.15,4194.44,0,25-48 months
C09261,Female,0,No,No,32,Two year,70.36,2253.78,0,25-48 months
C09262,Male,0,No,No,58,Two year,83.47,4831.62,0,49-72 months
C09263,Male,0,No,Yes,65,Two year,26.48,1714.65,0,49-72 months
C09264,Female,1,Yes,Yes,31,Month-to-month,48.14,1489.95,0,25-48 months
C09265,Male,1,No,No,49,Month-to-month,60.12,2939.65,0,49-72 months
C09266,Female,0,Yes,No,38,Two year,26.57,1004.04,0,25-48 months
C09267,Female,0,Yes,Yes,65,One year,61.59,3997.55,0,49-72 months
C09268,Female,1,Yes,Yes,68,One year,49.39,3353.83,0,49-72 months
C09269,Male,0,Yes,Yes,39,Month-to-month,21.7,838.98,1,25-48 months
C09270,Female,0,Yes,No,28,One year,79.98,2248.98,1,25-48 months
C09271,Male,0,Yes,Yes,62,Month-to-month,117.42,7276.51,1,49-72 months
C09272,Male,0,No,No,69,Two year,112.37,7761.01,0,49-72 months
C09273,Female,0,No,No,5,One year,70.15,341.16,0,0-12 months
C09274,Male,0,No,No,50,One year,81.85,4095.12,1,49-72 months
C09275,Female,1,Yes,No,43,Two year,118.18,5087.23,0,25-48 months
C09276,Female,0,No,Yes,45,One year,68.97,3105.91,0,25-48 months
C09277,Male,0,Yes,No,29,Month-to-month,94.39,2737.37,1,25-48 months
C09278,Male,0,No,Yes,7,Month-to-month,67.6,481.42,0,0-12 months
C09279,Male,0,Yes,Yes,46,Two year,72.72,3337.1,0,25-48 months
C09280,Male,0,No,Yes,61,Two year,60.86,3719.78,0,49-72 months
C09281,Female,0,No,No,33,One year,65.47,2167.94,0,25-48 months
C09282,Female,0,No,Yes,27,Month-to-month,55.4,1504.76,1,25-48 months
C09283,Female,0,No,No,11,One year,103.12,1139.4,0,0-12 months
C09284,Male,0,No,Yes,39,One year,78.16,3038.62,0,25-48 months
C09285,Female,1,Yes,No,7,Month-to-month,75.49,522.29,1,0-12 months
C09286,Male,0,No,Yes,46,Month-to-month,28.37,1306.79,0,25-48 months
C09287,Male,0,No,Yes,5,One year,64.67,328.4,0,0-12 months
C09288,Male,0,Yes,Yes,31,One year,72.62,2257.59,0,25-48 months
C09289,Female,0,Yes,No,29,One year,100.87,2917.24,0,25-48 months
C09290,Male,0,No,Yes,68,Month-to-month,66.06,4499.76,0,49-72 months
C09291,Male,0,No,Yes,2,Month-to-month,94.98,183.16,0,0-12 months
C09292,Male,1,Yes,Yes,61,Month-to-month,26.84,1643.72,0,49-72 months
C09293,Male,0,Yes,Yes,1,Two year,110.5,111.58,0,0-12 months
C09294,Male,0,Yes,Yes,52,Month-to-month,32.37,1679.6,1,49-72 months
C09295,Female,0,No,Yes,20,Two year,109.98,2205.93,0,13-24 months
C09296,Male,0,Yes,No,36,Two year,54.77,1965.85,0,25-48 months
C09297,Female,1,No,Yes,50,One year,65.47,3264.99,0,49-72 months
C09298,Female,0,Yes,Yes,62,Month-to-month,45.07,2790.15,0,49-72 months
C09299,Male,1,No,Yes,20,Two year,59.55,1200.21,0,13-24 months
C09300,Male,0,No,Yes,21,Month-to-month,27.19,561.36,0,13-24 months
C09301,Female,0,Yes,Yes,19,Two year,84.49,1600.73,0,13-24 months
C09302,Male,0,Yes,Yes,36,Two year,84.25,3031.43,0,25-48 months
C09303,Female,0,Yes,Yes,48,One year,63.06,3023.11,1,25-48 months
C09304,Female,0,No,No,40,Month-to-month,69.4,2767.09,1,25-48 months
C09305,Female,0,No,No,63,Month-to-month,23.24,1455.15,0,49-72 months
C09306,Male,0,Yes,Yes,69,Month-to-month,58.53,4034.06,0,49-72 months
C09307,Female,0,No,No,33,One year,67.88,2244.27,1,25-48 months
C09308,Female,0,Yes,No,66,Month-to-month,23.24,1537.1,1,49-72 months
C09309,Female,1,No,Yes,15,Month-to-month,108.52,1631.05,0,13-24 months
C09310,Female,0,Yes,Yes,33,Month-to-month,113.99,3757.29,1,25-48 months
C09311,Female,0,No,No,36,Month-to-month,70.66,2546.3,0,25-48 months
C09312,Male,0,No,Yes,20,Month-to-month,118.88,2370.62,1,13-24 months
C09313,Female,0,Yes,No,35,One year,82.56,2891.19,0,25-48 months
C09314,Male,0,Yes,No,1,One year,54.99,47.58,0,0-12 months
C09315,Male,0,Yes,Yes,22,Month-to-month,112.84,2485.96,0,13-24 months
C09316,Female,0,Yes,Yes,27,Month-to-month,44.92,1211.5,0,25-48 months
C09317,Male,0,No,No,53,Month-to-month,65.28,3459.86,0,49-72 months
C09318,Male,0,Yes,No,22,Month-to-month,62.99,1384.9,1,13-24 months
C09319,Male,0,No,Yes,38,Month-to-month,47.77,1818.18,0,25-48 months
C09320,Female,0,Yes,No,9,Two year,79.98,712.56,0,0-12 months
C09321,Female,0,Yes,No,42,Month-to-month,105.33,4414.07,0,25-48 months
C09322,Male,0,No,Yes,38,Two year,27.85,1063.11,0,25-48 months
C09323,Male,1,Yes,Yes,53,Month-to-month,74.4,3945.93,1,49-72 months
C09324,Female,1,No,Yes,53,Two year,58.76,3116.09,0,49-72 months
C09325,Female,0,No,No,45,Month-to-month,116.37,5234.44,0,25-48 months
C09326,Female,1,No,No,34,Month-to-month,94.22,3206.69,0,25-48 months
C09327,Male,1,No,Yes,53,Two year,75.64,4004.38,1,49-72 months
C09328,Male,0,No,Yes,35,Two year,61.66,2148.57,0,25-48 months
C09329,Male,0,No,No,50,Two year,85.77,4296.22,0,49-72 months
C09330,Female,1,No,No,47,One year,97.62,4596.34,0,25-48 months
C09331,Female,0,No,No,15,Two year,119.64,1792.04,0,13-24 months
C09332,Male,0,No,No,28,Month-to-month,49.49,1389.28,0,25-48 months
C09333,Female,1,Yes,No,52,Month-to-month,38.3,1985.77,0,49-72 months
C09334,Male,1,No,Yes,49,Two year,110.91,5441.23,0,49-72 months
C09335,Male,0,Yes,No,10,Month-to-month,117.2,1176.7,1,0-12 months
C09336,Female,1,Yes,No,3,One year,90.35,277.52,0,0-12 months
C09337,Female,1,No,Yes,15,Month-to-month,57.22,862.52,0,13-24 months
C09338,Male,1,Yes,Yes,21,Month-to-month,94.49,1975.94,0,13-24 months
C09339,Male,0,No,No,52,Month-to-month,114.77,5969.27,0,49-72 months
C09340,Male,0,Yes,Yes,39,Two year,53,2062.31,1,25-48 months
C09341,Female,0,Yes,Yes,3,One year,22.68,62.87,0,0-12 months
C09342,Male,0,No,No,48,Month-to-month,55.3,2657.11,1,25-48 months
C09343,Female,0,No,No,72,Month-to-month,22.5,1623.74,0,49-72 months
C09344,Female,0,Yes,Yes,72,Month-to-month,84.99,6112.88,1,49-72 months
C09345,Male,0,No,No,61,Two year,113.62,6930.4,0,49-72 months
C09346,Male,1,Yes,Yes,32,Month-to-month,42.73,1358.57,1,25-48 months
C09347,Female,0,Yes,No,57,Two year,57.99,3306.9,0,49-72 months
C09348,Female,1,Yes,Yes,72,Month-to-month,39.23,2831.07,1,49-72 months
C09349,Male,1,Yes,No,56,Month-to-month,110.87,6214.45,1,49-72 months
C09350,Female,0,Yes,Yes,49,One year,38.32,1872.77,0,49-72 months
C09351,Male,0,No,No,31,Month-to-month,80.55,2505.27,0,25-48 months
C09352,Female,1,No,No,36,One year,82.36,2967.45,0,25-48 months
C09353,Male,1,Yes,Yes,45,One year,85.76,3862.07,1,25-48 months
C09354,Female,1,Yes,No,65,Month-to-month,88.98,5789.71,0,49-72 months
C09355,Male,0,Yes,No,6,Two year,27.09,155.69,0,0-12 months
C09356,Female,0,Yes,Yes,64,Month-to-month,63.78,4075.48,0,49-72 months
C09357,Male,0,No,No,15,One year,38.65,572.04,1,13-24 months
C09358,Male,0,No,Yes,15,One year,76.52,1145.74,0,13-24 months
C09359,Male,0,Yes,Yes,42,Month-to-month,39.53,1664.64,1,25-48 months
C09360,Female,0,Yes,Yes,9,Month-to-month,112.21,1013.83,1,0-12 months
C09361,Male,0,Yes,Yes,66,Month-to-month,81.86,5401.58,0,49-72 months
C09362,Male,0,Yes,No,61,Two year,102.75,6272.55,1,49-72 months
C09363,Female,0,No,No,61,Two year,92.75,5665.52,0,49-72 months
C09364,Female,0,No,Yes,37,Two year,81.03,3005.1,0,25-48 months
C09365,Female,1,Yes,No,27,Month-to-month,48.08,1292.94,1,25-48 months
C09366,Female,0,No,No,29,Two year,20.61,598.5,0,25-48 months
C09367,Female,0,Yes,Yes,64,Two year,76.92,4927.37,0,49-72 months
C09368,Female,0,No,No,12,Month-to-month,119.27,1440.71,0,0-12 months
C09369,Female,0,No,Yes,50,Month-to-month,87.92,4404.65,1,49-72 months
C09370,Male,0,No,No,47,One year,92.98,4361.88,0,25-48 months
C09371,Female,0,No,No,10,One year,27.63,281.66,0,0-12 months
C09372,Male,1,No,No,12,One year,81.34,980.08,0,0-12 months
C09373,Male,0,No,Yes,56,Two year,60.9,3418.5,0,49-72 months
C09374,Male,0,Yes,No,39,One year,111.32,4332.82,0,25-48 months
C09375,Female,0,Yes,No,65,Two year,115.77,7530.34,1,49-72 months
